market,date,block,mcp_rs_mwh
DAM,2026-06-24,85,10000.0
DAM,2026-06-24,86,10000.0
DAM,2026-06-24,87,10000.0
DAM,2026-06-24,88,10000.0
DAM,2026-06-24,89,10000.0
DAM,2026-06-24,90,10000.0
DAM,2026-06-24,91,10000.0
DAM,2026-06-24,92,10000.0
DAM,2026-06-24,93,10000.0
DAM,2026-06-24,94,10000.0
DAM,2026-06-24,95,10000.0
DAM,2026-06-24,96,10000.0
DAM,2026-06-25,1,10000.0
DAM,2026-06-25,2,10000.0
DAM,2026-06-25,3,10000.0
DAM,2026-06-25,4,10000.0
DAM,2026-06-25,5,4962.04
DAM,2026-06-25,6,4299.28
DAM,2026-06-25,7,3891.0
DAM,2026-06-25,8,3743.07
DAM,2026-06-25,9,3974.5
DAM,2026-06-25,10,3800.46
DAM,2026-06-25,11,3744.91
DAM,2026-06-25,12,4000.27
DAM,2026-06-25,13,4051.98
DAM,2026-06-25,14,4299.33
DAM,2026-06-25,15,4450.05
DAM,2026-06-25,16,4164.59
DAM,2026-06-25,17,4009.71
DAM,2026-06-25,18,4200.47
DAM,2026-06-25,19,4299.35
DAM,2026-06-25,20,4450.61
DAM,2026-06-25,21,4576.0
DAM,2026-06-25,22,4579.26
DAM,2026-06-25,23,5499.5
DAM,2026-06-25,24,6437.51
DAM,2026-06-25,25,5271.06
DAM,2026-06-25,26,5803.41
DAM,2026-06-25,27,5300.63
DAM,2026-06-25,28,4549.16
DAM,2026-06-25,29,4281.87
DAM,2026-06-25,30,3801.87
DAM,2026-06-25,31,3480.35
DAM,2026-06-25,32,3130.16
DAM,2026-06-25,33,2520.46
DAM,2026-06-25,34,2281.0
DAM,2026-06-25,35,2216.91
DAM,2026-06-25,36,2086.19
DAM,2026-06-25,37,1749.35
DAM,2026-06-25,38,1739.42
DAM,2026-06-25,39,1605.93
DAM,2026-06-25,40,1600.62
DAM,2026-06-25,41,1550.0
DAM,2026-06-25,42,1385.05
DAM,2026-06-25,43,1396.62
DAM,2026-06-25,44,1329.52
DAM,2026-06-25,45,1310.05
DAM,2026-06-25,46,1092.96
DAM,2026-06-25,47,1093.0
DAM,2026-06-25,48,1096.1
DAM,2026-06-25,49,1169.13
DAM,2026-06-25,50,1310.29
DAM,2026-06-25,51,1092.96
DAM,2026-06-25,52,1092.93
DAM,2026-06-25,53,1092.77
DAM,2026-06-25,54,1092.81
DAM,2026-06-25,55,1169.02
DAM,2026-06-25,56,1349.81
DAM,2026-06-25,57,1555.82
DAM,2026-06-25,58,1605.58
DAM,2026-06-25,59,1841.4
DAM,2026-06-25,60,2145.68
DAM,2026-06-25,61,2520.82
DAM,2026-06-25,62,2530.75
DAM,2026-06-25,63,2576.73
DAM,2026-06-25,64,2540.74
DAM,2026-06-25,65,2510.99
DAM,2026-06-25,66,2519.14
DAM,2026-06-25,67,2700.49
DAM,2026-06-25,68,3212.04
DAM,2026-06-25,69,3409.08
DAM,2026-06-25,70,3499.72
DAM,2026-06-25,71,3645.93
DAM,2026-06-25,72,3638.84
DAM,2026-06-25,73,3641.63
DAM,2026-06-25,74,3931.83
DAM,2026-06-25,75,4520.07
DAM,2026-06-25,76,5385.36
DAM,2026-06-25,77,6000.38
DAM,2026-06-25,78,5499.79
DAM,2026-06-25,79,6000.31
DAM,2026-06-25,80,6000.7
DAM,2026-06-25,81,6999.89
DAM,2026-06-25,82,9499.48
DAM,2026-06-25,83,10000.0
DAM,2026-06-25,84,10000.0
DAM,2026-06-25,85,10000.0
DAM,2026-06-25,86,10000.0
DAM,2026-06-25,87,10000.0
DAM,2026-06-25,88,10000.0
DAM,2026-06-25,89,10000.0
DAM,2026-06-25,90,10000.0
DAM,2026-06-25,91,10000.0
DAM,2026-06-25,92,10000.0
DAM,2026-06-25,93,10000.0
DAM,2026-06-25,94,10000.0
DAM,2026-06-25,95,10000.0
DAM,2026-06-25,96,10000.0
DAM,2026-06-26,1,10000.0
DAM,2026-06-26,2,10000.0
DAM,2026-06-26,3,10000.0
DAM,2026-06-26,4,10000.0
DAM,2026-06-26,5,10000.0
DAM,2026-06-26,6,10000.0
DAM,2026-06-26,7,10000.0
DAM,2026-06-26,8,10000.0
DAM,2026-06-26,9,10000.0
DAM,2026-06-26,10,10000.0
DAM,2026-06-26,11,9499.7
DAM,2026-06-26,12,6999.13
DAM,2026-06-26,13,10000.0
DAM,2026-06-26,14,10000.0
DAM,2026-06-26,15,9972.5
DAM,2026-06-26,16,6999.95
DAM,2026-06-26,17,10000.0
DAM,2026-06-26,18,10000.0
DAM,2026-06-26,19,9521.25
DAM,2026-06-26,20,6999.08
DAM,2026-06-26,21,4576.37
DAM,2026-06-26,22,5000.71
DAM,2026-06-26,23,6999.26
DAM,2026-06-26,24,6999.99
DAM,2026-06-26,25,6700.0
DAM,2026-06-26,26,8000.19
DAM,2026-06-26,27,8000.11
DAM,2026-06-26,28,4999.97
DAM,2026-06-26,29,3733.45
DAM,2026-06-26,30,3499.5
DAM,2026-06-26,31,3069.45
DAM,2026-06-26,32,2620.64
DAM,2026-06-26,33,2360.27
DAM,2026-06-26,34,2280.18
DAM,2026-06-26,35,1999.93
DAM,2026-06-26,36,1800.84
DAM,2026-06-26,37,1401.33
DAM,2026-06-26,38,1360.89
DAM,2026-06-26,39,1385.51
DAM,2026-06-26,40,1096.09
DAM,2026-06-26,41,1092.9
DAM,2026-06-26,42,1092.81
DAM,2026-06-26,43,1092.43
DAM,2026-06-26,44,1092.35
DAM,2026-06-26,45,1092.17
DAM,2026-06-26,46,1092.25
DAM,2026-06-26,47,1092.29
DAM,2026-06-26,48,1092.33
DAM,2026-06-26,49,1092.38
DAM,2026-06-26,50,1092.45
DAM,2026-06-26,51,1092.56
DAM,2026-06-26,52,1092.56
DAM,2026-06-26,53,1092.47
DAM,2026-06-26,54,1092.59
DAM,2026-06-26,55,1092.76
DAM,2026-06-26,56,1092.99
DAM,2026-06-26,57,1555.39
DAM,2026-06-26,58,1652.8
DAM,2026-06-26,59,2000.2
DAM,2026-06-26,60,2100.26
DAM,2026-06-26,61,2470.06
DAM,2026-06-26,62,2553.56
DAM,2026-06-26,63,2659.32
DAM,2026-06-26,64,2653.23
DAM,2026-06-26,65,2680.63
DAM,2026-06-26,66,2519.14
DAM,2026-06-26,67,2540.47
DAM,2026-06-26,68,2810.6
DAM,2026-06-26,69,2964.21
DAM,2026-06-26,70,3115.81
DAM,2026-06-26,71,3385.64
DAM,2026-06-26,72,3373.07
DAM,2026-06-26,73,3090.16
DAM,2026-06-26,74,3403.33
DAM,2026-06-26,75,3612.25
DAM,2026-06-26,76,3867.17
DAM,2026-06-26,77,5450.41
DAM,2026-06-26,78,6100.54
DAM,2026-06-26,79,9700.1
DAM,2026-06-26,80,10000.0
DAM,2026-06-26,81,10000.0
DAM,2026-06-26,82,10000.0
DAM,2026-06-26,83,10000.0
DAM,2026-06-26,84,10000.0
DAM,2026-06-26,85,10000.0
DAM,2026-06-26,86,10000.0
DAM,2026-06-26,87,10000.0
DAM,2026-06-26,88,10000.0
DAM,2026-06-26,89,10000.0
DAM,2026-06-26,90,10000.0
DAM,2026-06-26,91,10000.0
DAM,2026-06-26,92,10000.0
DAM,2026-06-26,93,10000.0
DAM,2026-06-26,94,10000.0
DAM,2026-06-26,95,10000.0
DAM,2026-06-26,96,10000.0
DAM,2026-06-27,1,10000.0
DAM,2026-06-27,2,10000.0
DAM,2026-06-27,3,10000.0
DAM,2026-06-27,4,10000.0
DAM,2026-06-27,5,10000.0
DAM,2026-06-27,6,10000.0
DAM,2026-06-27,7,10000.0
DAM,2026-06-27,8,10000.0
DAM,2026-06-27,9,10000.0
DAM,2026-06-27,10,10000.0
DAM,2026-06-27,11,10000.0
DAM,2026-06-27,12,10000.0
DAM,2026-06-27,13,10000.0
DAM,2026-06-27,14,10000.0
DAM,2026-06-27,15,10000.0
DAM,2026-06-27,16,10000.0
DAM,2026-06-27,17,10000.0
DAM,2026-06-27,18,10000.0
DAM,2026-06-27,19,10000.0
DAM,2026-06-27,20,10000.0
DAM,2026-06-27,21,10000.0
DAM,2026-06-27,22,10000.0
DAM,2026-06-27,23,10000.0
DAM,2026-06-27,24,10000.0
DAM,2026-06-27,25,10000.0
DAM,2026-06-27,26,10000.0
DAM,2026-06-27,27,10000.0
DAM,2026-06-27,28,10000.0
DAM,2026-06-27,29,9299.04
DAM,2026-06-27,30,5000.9
DAM,2026-06-27,31,4002.7
DAM,2026-06-27,32,3600.96
DAM,2026-06-27,33,3189.4
DAM,2026-06-27,34,2590.66
DAM,2026-06-27,35,2400.46
DAM,2026-06-27,36,2226.26
DAM,2026-06-27,37,1956.85
DAM,2026-06-27,38,1848.14
DAM,2026-06-27,39,1750.78
DAM,2026-06-27,40,1747.56
DAM,2026-06-27,41,1555.25
DAM,2026-06-27,42,1424.83
DAM,2026-06-27,43,1092.9
DAM,2026-06-27,44,1092.77
DAM,2026-06-27,45,1092.99
DAM,2026-06-27,46,1310.63
DAM,2026-06-27,47,1310.73
DAM,2026-06-27,48,1349.3
DAM,2026-06-27,49,1396.62
DAM,2026-06-27,50,1396.79
DAM,2026-06-27,51,1349.63
DAM,2026-06-27,52,1310.83
DAM,2026-06-27,53,1092.8
DAM,2026-06-27,54,1092.8
DAM,2026-06-27,55,1399.04
DAM,2026-06-27,56,1605.32
DAM,2026-06-27,57,1828.3
DAM,2026-06-27,58,1968.23
DAM,2026-06-27,59,2349.35
DAM,2026-06-27,60,2402.99
DAM,2026-06-27,61,2581.93
DAM,2026-06-27,62,2610.14
DAM,2026-06-27,63,2616.65
DAM,2026-06-27,64,2641.79
DAM,2026-06-27,65,2850.8
DAM,2026-06-27,66,3024.74
DAM,2026-06-27,67,3141.27
DAM,2026-06-27,68,3345.05
DAM,2026-06-27,69,3382.34
DAM,2026-06-27,70,3414.32
DAM,2026-06-27,71,3612.48
DAM,2026-06-27,72,3707.27
DAM,2026-06-27,73,3749.42
DAM,2026-06-27,74,3918.3
DAM,2026-06-27,75,5000.08
DAM,2026-06-27,76,5000.68
DAM,2026-06-27,77,10000.0
DAM,2026-06-27,78,10000.0
DAM,2026-06-27,79,10000.0
DAM,2026-06-27,80,10000.0
DAM,2026-06-27,81,10000.0
DAM,2026-06-27,82,10000.0
DAM,2026-06-27,83,10000.0
DAM,2026-06-27,84,10000.0
DAM,2026-06-27,85,10000.0
DAM,2026-06-27,86,10000.0
DAM,2026-06-27,87,10000.0
DAM,2026-06-27,88,10000.0
DAM,2026-06-27,89,10000.0
DAM,2026-06-27,90,10000.0
DAM,2026-06-27,91,10000.0
DAM,2026-06-27,92,10000.0
DAM,2026-06-27,93,10000.0
DAM,2026-06-27,94,10000.0
DAM,2026-06-27,95,10000.0
DAM,2026-06-27,96,10000.0
DAM,2026-06-28,1,10000.0
DAM,2026-06-28,2,10000.0
DAM,2026-06-28,3,10000.0
DAM,2026-06-28,4,10000.0
DAM,2026-06-28,5,10000.0
DAM,2026-06-28,6,10000.0
DAM,2026-06-28,7,10000.0
DAM,2026-06-28,8,10000.0
DAM,2026-06-28,9,10000.0
DAM,2026-06-28,10,10000.0
DAM,2026-06-28,11,10000.0
DAM,2026-06-28,12,10000.0
DAM,2026-06-28,13,10000.0
DAM,2026-06-28,14,10000.0
DAM,2026-06-28,15,10000.0
DAM,2026-06-28,16,10000.0
DAM,2026-06-28,17,10000.0
DAM,2026-06-28,18,10000.0
DAM,2026-06-28,19,10000.0
DAM,2026-06-28,20,10000.0
DAM,2026-06-28,21,10000.0
DAM,2026-06-28,22,10000.0
DAM,2026-06-28,23,10000.0
DAM,2026-06-28,24,10000.0
DAM,2026-06-28,25,10000.0
DAM,2026-06-28,26,10000.0
DAM,2026-06-28,27,10000.0
DAM,2026-06-28,28,10000.0
DAM,2026-06-28,29,6700.38
DAM,2026-06-28,30,4531.04
DAM,2026-06-28,31,3709.53
DAM,2026-06-28,32,3371.09
DAM,2026-06-28,33,2620.98
DAM,2026-06-28,34,2576.62
DAM,2026-06-28,35,2360.2
DAM,2026-06-28,36,2201.11
DAM,2026-06-28,37,1900.93
DAM,2026-06-28,38,1838.32
DAM,2026-06-28,39,1635.25
DAM,2026-06-28,40,1536.23
DAM,2026-06-28,41,1092.36
DAM,2026-06-28,42,1092.47
DAM,2026-06-28,43,1092.61
DAM,2026-06-28,44,1092.6
DAM,2026-06-28,45,1092.49
DAM,2026-06-28,46,1092.56
DAM,2026-06-28,47,1092.53
DAM,2026-06-28,48,1092.5
DAM,2026-06-28,49,1092.41
DAM,2026-06-28,50,1092.45
DAM,2026-06-28,51,1092.42
DAM,2026-06-28,52,1092.47
DAM,2026-06-28,53,1092.22
DAM,2026-06-28,54,1092.33
DAM,2026-06-28,55,1092.5
DAM,2026-06-28,56,1092.61
DAM,2026-06-28,57,1300.18
DAM,2026-06-28,58,1536.72
DAM,2026-06-28,59,1649.29
DAM,2026-06-28,60,1843.65
DAM,2026-06-28,61,2217.56
DAM,2026-06-28,62,2280.79
DAM,2026-06-28,63,2485.06
DAM,2026-06-28,64,2419.2
DAM,2026-06-28,65,2430.81
DAM,2026-06-28,66,2449.65
DAM,2026-06-28,67,2530.35
DAM,2026-06-28,68,2749.98
DAM,2026-06-28,69,2833.61
DAM,2026-06-28,70,3050.76
DAM,2026-06-28,71,3050.97
DAM,2026-06-28,72,3301.87
DAM,2026-06-28,73,2999.12
DAM,2026-06-28,74,2895.15
DAM,2026-06-28,75,3369.33
DAM,2026-06-28,76,3612.29
DAM,2026-06-28,77,5450.21
DAM,2026-06-28,78,6750.93
DAM,2026-06-28,79,6999.98
DAM,2026-06-28,80,10000.0
DAM,2026-06-28,81,10000.0
DAM,2026-06-28,82,10000.0
DAM,2026-06-28,83,10000.0
DAM,2026-06-28,84,10000.0
DAM,2026-06-28,85,10000.0
DAM,2026-06-28,86,10000.0
DAM,2026-06-28,87,10000.0
DAM,2026-06-28,88,10000.0
DAM,2026-06-28,89,10000.0
DAM,2026-06-28,90,10000.0
DAM,2026-06-28,91,10000.0
DAM,2026-06-28,92,10000.0
DAM,2026-06-28,93,10000.0
DAM,2026-06-28,94,10000.0
DAM,2026-06-28,95,10000.0
DAM,2026-06-28,96,10000.0
DAM,2026-06-29,1,10000.0
DAM,2026-06-29,2,10000.0
DAM,2026-06-29,3,10000.0
DAM,2026-06-29,4,10000.0
DAM,2026-06-29,5,10000.0
DAM,2026-06-29,6,10000.0
DAM,2026-06-29,7,10000.0
DAM,2026-06-29,8,10000.0
DAM,2026-06-29,9,10000.0
DAM,2026-06-29,10,10000.0
DAM,2026-06-29,11,10000.0
DAM,2026-06-29,12,10000.0
DAM,2026-06-29,13,10000.0
DAM,2026-06-29,14,10000.0
DAM,2026-06-29,15,10000.0
DAM,2026-06-29,16,10000.0
DAM,2026-06-29,17,10000.0
DAM,2026-06-29,18,10000.0
DAM,2026-06-29,19,10000.0
DAM,2026-06-29,20,10000.0
DAM,2026-06-29,21,10000.0
DAM,2026-06-29,22,10000.0
DAM,2026-06-29,23,10000.0
DAM,2026-06-29,24,10000.0
DAM,2026-06-29,25,10000.0
DAM,2026-06-29,26,10000.0
DAM,2026-06-29,27,10000.0
DAM,2026-06-29,28,10000.0
DAM,2026-06-29,29,6000.74
DAM,2026-06-29,30,4453.07
DAM,2026-06-29,31,3704.31
DAM,2026-06-29,32,3403.8
DAM,2026-06-29,33,3301.99
DAM,2026-06-29,34,2999.42
DAM,2026-06-29,35,2735.94
DAM,2026-06-29,36,2500.43
DAM,2026-06-29,37,2212.43
DAM,2026-06-29,38,2061.82
DAM,2026-06-29,39,1919.27
DAM,2026-06-29,40,1870.69
DAM,2026-06-29,41,1637.6
DAM,2026-06-29,42,1637.3
DAM,2026-06-29,43,1619.79
DAM,2026-06-29,44,1555.51
DAM,2026-06-29,45,1555.63
DAM,2026-06-29,46,1563.48
DAM,2026-06-29,47,1624.96
DAM,2026-06-29,48,1749.47
DAM,2026-06-29,49,1824.38
DAM,2026-06-29,50,1834.55
DAM,2026-06-29,51,1846.94
DAM,2026-06-29,52,1908.24
DAM,2026-06-29,53,1825.58
DAM,2026-06-29,54,1841.39
DAM,2026-06-29,55,2001.43
DAM,2026-06-29,56,2130.39
DAM,2026-06-29,57,2158.73
DAM,2026-06-29,58,2402.43
DAM,2026-06-29,59,2576.46
DAM,2026-06-29,60,2650.66
DAM,2026-06-29,61,3195.01
DAM,2026-06-29,62,3195.81
DAM,2026-06-29,63,3301.84
DAM,2026-06-29,64,3276.13
DAM,2026-06-29,65,3383.17
DAM,2026-06-29,66,3403.45
DAM,2026-06-29,67,3569.36
DAM,2026-06-29,68,3612.57
DAM,2026-06-29,69,4002.38
DAM,2026-06-29,70,4500.41
DAM,2026-06-29,71,4780.64
DAM,2026-06-29,72,4780.31
DAM,2026-06-29,73,3950.83
DAM,2026-06-29,74,4200.66
DAM,2026-06-29,75,4500.74
DAM,2026-06-29,76,5301.28
DAM,2026-06-29,77,10000.0
DAM,2026-06-29,78,10000.0
DAM,2026-06-29,79,10000.0
DAM,2026-06-29,80,10000.0
DAM,2026-06-29,81,10000.0
DAM,2026-06-29,82,10000.0
DAM,2026-06-29,83,10000.0
DAM,2026-06-29,84,10000.0
DAM,2026-06-29,85,10000.0
DAM,2026-06-29,86,10000.0
DAM,2026-06-29,87,10000.0
DAM,2026-06-29,88,10000.0
DAM,2026-06-29,89,10000.0
DAM,2026-06-29,90,10000.0
DAM,2026-06-29,91,10000.0
DAM,2026-06-29,92,10000.0
DAM,2026-06-29,93,10000.0
DAM,2026-06-29,94,10000.0
DAM,2026-06-29,95,10000.0
DAM,2026-06-29,96,10000.0
DAM,2026-06-30,1,10000.0
DAM,2026-06-30,2,10000.0
DAM,2026-06-30,3,10000.0
DAM,2026-06-30,4,10000.0
DAM,2026-06-30,5,10000.0
DAM,2026-06-30,6,10000.0
DAM,2026-06-30,7,10000.0
DAM,2026-06-30,8,10000.0
DAM,2026-06-30,9,10000.0
DAM,2026-06-30,10,10000.0
DAM,2026-06-30,11,10000.0
DAM,2026-06-30,12,10000.0
DAM,2026-06-30,13,10000.0
DAM,2026-06-30,14,10000.0
DAM,2026-06-30,15,10000.0
DAM,2026-06-30,16,10000.0
DAM,2026-06-30,17,10000.0
DAM,2026-06-30,18,10000.0
DAM,2026-06-30,19,10000.0
DAM,2026-06-30,20,10000.0
DAM,2026-06-30,21,10000.0
DAM,2026-06-30,22,10000.0
DAM,2026-06-30,23,10000.0
DAM,2026-06-30,24,10000.0
DAM,2026-06-30,25,10000.0
DAM,2026-06-30,26,10000.0
DAM,2026-06-30,27,10000.0
DAM,2026-06-30,28,6500.89
DAM,2026-06-30,29,4281.7
DAM,2026-06-30,30,3926.94
DAM,2026-06-30,31,3550.87
DAM,2026-06-30,32,3359.75
DAM,2026-06-30,33,2675.09
DAM,2026-06-30,34,2519.22
DAM,2026-06-30,35,2355.29
DAM,2026-06-30,36,2270.19
DAM,2026-06-30,37,2138.75
DAM,2026-06-30,38,2000.95
DAM,2026-06-30,39,1826.85
DAM,2026-06-30,40,1623.73
DAM,2026-06-30,41,1396.37
DAM,2026-06-30,42,1396.69
DAM,2026-06-30,43,1104.85
DAM,2026-06-30,44,1104.67
DAM,2026-06-30,45,1410.35
DAM,2026-06-30,46,1510.41
DAM,2026-06-30,47,1300.38
DAM,2026-06-30,48,1460.87
DAM,2026-06-30,49,1555.68
DAM,2026-06-30,50,1600.9
DAM,2026-06-30,51,1624.1
DAM,2026-06-30,52,1637.73
DAM,2026-06-30,53,1555.79
DAM,2026-06-30,54,1634.8
DAM,2026-06-30,55,1637.89
DAM,2026-06-30,56,1800.66
DAM,2026-06-30,57,1890.56
DAM,2026-06-30,58,2085.12
DAM,2026-06-30,59,2250.03
DAM,2026-06-30,60,2280.08
DAM,2026-06-30,61,2553.75
DAM,2026-06-30,62,2735.38
DAM,2026-06-30,63,2773.35
DAM,2026-06-30,64,2727.47
DAM,2026-06-30,65,2727.96
DAM,2026-06-30,66,2760.76
DAM,2026-06-30,67,2902.63
DAM,2026-06-30,68,3071.48
DAM,2026-06-30,69,3252.42
DAM,2026-06-30,70,3365.97
DAM,2026-06-30,71,3397.42
DAM,2026-06-30,72,3597.4
DAM,2026-06-30,73,3612.39
DAM,2026-06-30,74,3630.51
DAM,2026-06-30,75,4052.4
DAM,2026-06-30,76,4281.64
DAM,2026-06-30,77,5000.34
DAM,2026-06-30,78,10000.0
DAM,2026-06-30,79,10000.0
DAM,2026-06-30,80,10000.0
DAM,2026-06-30,81,10000.0
DAM,2026-06-30,82,10000.0
DAM,2026-06-30,83,10000.0
DAM,2026-06-30,84,10000.0
DAM,2026-06-30,85,10000.0
DAM,2026-06-30,86,10000.0
DAM,2026-06-30,87,10000.0
DAM,2026-06-30,88,10000.0
DAM,2026-06-30,89,10000.0
DAM,2026-06-30,90,10000.0
DAM,2026-06-30,91,10000.0
DAM,2026-06-30,92,10000.0
DAM,2026-06-30,93,10000.0
DAM,2026-06-30,94,10000.0
DAM,2026-06-30,95,10000.0
DAM,2026-06-30,96,10000.0
DAM,2026-07-01,1,10000.0
DAM,2026-07-01,2,10000.0
DAM,2026-07-01,3,10000.0
DAM,2026-07-01,4,10000.0
DAM,2026-07-01,5,10000.0
DAM,2026-07-01,6,10000.0
DAM,2026-07-01,7,10000.0
DAM,2026-07-01,8,10000.0
DAM,2026-07-01,9,6999.28
DAM,2026-07-01,10,6999.12
DAM,2026-07-01,11,10000.0
DAM,2026-07-01,12,10000.0
DAM,2026-07-01,13,10000.0
DAM,2026-07-01,14,10000.0
DAM,2026-07-01,15,10000.0
DAM,2026-07-01,16,10000.0
DAM,2026-07-01,17,10000.0
DAM,2026-07-01,18,10000.0
DAM,2026-07-01,19,10000.0
DAM,2026-07-01,20,10000.0
DAM,2026-07-01,21,10000.0
DAM,2026-07-01,22,10000.0
DAM,2026-07-01,23,10000.0
DAM,2026-07-01,24,9499.78
DAM,2026-07-01,25,6000.4
DAM,2026-07-01,26,5500.52
DAM,2026-07-01,27,4576.32
DAM,2026-07-01,28,4117.45
DAM,2026-07-01,29,3612.52
DAM,2026-07-01,30,3274.94
DAM,2026-07-01,31,2920.25
DAM,2026-07-01,32,2610.65
DAM,2026-07-01,33,2080.23
DAM,2026-07-01,34,2087.03
DAM,2026-07-01,35,1749.86
DAM,2026-07-01,36,1419.1
DAM,2026-07-01,37,1329.66
DAM,2026-07-01,38,1329.89
DAM,2026-07-01,39,1378.4
DAM,2026-07-01,40,1385.61
DAM,2026-07-01,41,1092.71
DAM,2026-07-01,42,1092.85
DAM,2026-07-01,43,1092.74
DAM,2026-07-01,44,1092.71
DAM,2026-07-01,45,1092.65
DAM,2026-07-01,46,1092.48
DAM,2026-07-01,47,1092.53
DAM,2026-07-01,48,1092.65
DAM,2026-07-01,49,1092.95
DAM,2026-07-01,50,1096.3
DAM,2026-07-01,51,1092.7
DAM,2026-07-01,52,1092.75
DAM,2026-07-01,53,1092.63
DAM,2026-07-01,54,1092.81
DAM,2026-07-01,55,1151.47
DAM,2026-07-01,56,1151.89
DAM,2026-07-01,57,1555.05
DAM,2026-07-01,58,1605.25
DAM,2026-07-01,59,1838.86
DAM,2026-07-01,60,1919.41
DAM,2026-07-01,61,2169.76
DAM,2026-07-01,62,2370.83
DAM,2026-07-01,63,2610.26
DAM,2026-07-01,64,2605.12
DAM,2026-07-01,65,2616.49
DAM,2026-07-01,66,2700.69
DAM,2026-07-01,67,2740.23
DAM,2026-07-01,68,2964.94
DAM,2026-07-01,69,3412.15
DAM,2026-07-01,70,3545.22
DAM,2026-07-01,71,3603.55
DAM,2026-07-01,72,3612.0
DAM,2026-07-01,73,3609.43
DAM,2026-07-01,74,3926.41
DAM,2026-07-01,75,4520.14
DAM,2026-07-01,76,5500.99
DAM,2026-07-01,77,10000.0
DAM,2026-07-01,78,10000.0
DAM,2026-07-01,79,10000.0
DAM,2026-07-01,80,10000.0
DAM,2026-07-01,81,10000.0
DAM,2026-07-01,82,10000.0
DAM,2026-07-01,83,10000.0
DAM,2026-07-01,84,10000.0
DAM,2026-07-01,85,10000.0
DAM,2026-07-01,86,10000.0
DAM,2026-07-01,87,10000.0
DAM,2026-07-01,88,10000.0
DAM,2026-07-01,89,10000.0
DAM,2026-07-01,90,10000.0
DAM,2026-07-01,91,10000.0
DAM,2026-07-01,92,10000.0
DAM,2026-07-01,93,10000.0
DAM,2026-07-01,94,10000.0
DAM,2026-07-01,95,10000.0
DAM,2026-07-01,96,10000.0
DAM,2026-07-02,1,10000.0
DAM,2026-07-02,2,10000.0
DAM,2026-07-02,3,10000.0
DAM,2026-07-02,4,10000.0
DAM,2026-07-02,5,10000.0
DAM,2026-07-02,6,10000.0
DAM,2026-07-02,7,10000.0
DAM,2026-07-02,8,8999.47
DAM,2026-07-02,9,4999.57
DAM,2026-07-02,10,4999.4
DAM,2026-07-02,11,4999.69
DAM,2026-07-02,12,4999.78
DAM,2026-07-02,13,4999.94
DAM,2026-07-02,14,5999.81
DAM,2026-07-02,15,5999.54
DAM,2026-07-02,16,5793.54
DAM,2026-07-02,17,5000.09
DAM,2026-07-02,18,4750.81
DAM,2026-07-02,19,4577.69
DAM,2026-07-02,20,4577.18
DAM,2026-07-02,21,4562.16
DAM,2026-07-02,22,4576.06
DAM,2026-07-02,23,4576.01
DAM,2026-07-02,24,4537.75
DAM,2026-07-02,25,4117.98
DAM,2026-07-02,26,4111.19
DAM,2026-07-02,27,3926.89
DAM,2026-07-02,28,3655.91
DAM,2026-07-02,29,3407.8
DAM,2026-07-02,30,3234.63
DAM,2026-07-02,31,2999.31
DAM,2026-07-02,32,2601.94
DAM,2026-07-02,33,2280.81
DAM,2026-07-02,34,2273.77
DAM,2026-07-02,35,2169.78
DAM,2026-07-02,36,1870.76
DAM,2026-07-02,37,1386.16
DAM,2026-07-02,38,1377.91
DAM,2026-07-02,39,1378.76
DAM,2026-07-02,40,1378.09
DAM,2026-07-02,41,1169.27
DAM,2026-07-02,42,1327.65
DAM,2026-07-02,43,1248.53
DAM,2026-07-02,44,1092.77
DAM,2026-07-02,45,1092.36
DAM,2026-07-02,46,1092.02
DAM,2026-07-02,47,1015.97
DAM,2026-07-02,48,1092.06
DAM,2026-07-02,49,1092.07
DAM,2026-07-02,50,1092.0
DAM,2026-07-02,51,1092.09
DAM,2026-07-02,52,1092.09
DAM,2026-07-02,53,1015.78
DAM,2026-07-02,54,1092.17
DAM,2026-07-02,55,1092.33
DAM,2026-07-02,56,1098.07
DAM,2026-07-02,57,1327.46
DAM,2026-07-02,58,1555.14
DAM,2026-07-02,59,1609.87
DAM,2026-07-02,60,1750.83
DAM,2026-07-02,61,1934.77
DAM,2026-07-02,62,2193.04
DAM,2026-07-02,63,2280.62
DAM,2026-07-02,64,2355.86
DAM,2026-07-02,65,2519.22
DAM,2026-07-02,66,2519.45
DAM,2026-07-02,67,2530.65
DAM,2026-07-02,68,2540.59
DAM,2026-07-02,69,2660.43
DAM,2026-07-02,70,2999.1
DAM,2026-07-02,71,2769.38
DAM,2026-07-02,72,3200.44
DAM,2026-07-02,73,3476.27
DAM,2026-07-02,74,3612.82
DAM,2026-07-02,75,4167.57
DAM,2026-07-02,76,5323.29
DAM,2026-07-02,77,7000.43
DAM,2026-07-02,78,10000.0
DAM,2026-07-02,79,10000.0
DAM,2026-07-02,80,10000.0
DAM,2026-07-02,81,10000.0
DAM,2026-07-02,82,10000.0
DAM,2026-07-02,83,10000.0
DAM,2026-07-02,84,10000.0
DAM,2026-07-02,85,10000.0
DAM,2026-07-02,86,10000.0
DAM,2026-07-02,87,10000.0
DAM,2026-07-02,88,10000.0
DAM,2026-07-02,89,10000.0
DAM,2026-07-02,90,10000.0
DAM,2026-07-02,91,10000.0
DAM,2026-07-02,92,10000.0
